brand_name,category,homepage_url,event_url,confidence,reason,status
"파워에이드","식품","https://www.cocacola.co.kr","","none","접속 실패: net::ERR_CERT_COMMON_NAME_INVALID at https://www.cocacola.co.kr","error"
"비타500","식품","https://www.ekdp.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음. 회사 소개, 제품 정보, 고객센터 중심의 B2B 기업 사이트로 보임","not_found"
"박카스","식품","https://www.donga.co.kr","","high","동아쏘시오그룹 기업 공식 홈페이지로, 소비자 대상 이벤트/프로모션 페이지가 없음. 박카스 제품 관련 프로모션은 별도의 제품 전용 사이트에서 운영될 것으로 예상","not_found"
"컨디션","식품","https://www.hkinnnoen.com","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.hkinnnoen.com","error"
"상쾌환","식품","https://www.samyangcorp.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음. B2B 기업(삼양그룹) 코퍼레이트 사이트로 소비자 대상 프로모션 페이지 미운영","not_found"
"여명808","식품","https://www.glami.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지가 없음. 그래미 소식, FAQ, 공모전 등은 이벤트 목록이 아닌 다른 성격의 페이지","not_found"
"참이슬","식품","https://www.hitejinro.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지 없음. 회사 소개, 채용, IR, ESG 등 기업 정보 중심의 링크만 존재","not_found"
"처음처럼","식품","https://www.lottechilsung.co.kr","https://company.lottechilsung.co.kr/kor/invest/irevent/list.do","high","키워드 매치: 'IR EVENT'","found_quick"
"진로","식품","https://www.hitejinro.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음. 회사 정보, 채용, IR, 소셜미디어, ESG 등의 섹션만 존재","not_found"
"테라","식품","https://www.hitejinro.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등과 관련된 페이지를 찾을 수 없음. 회사 소개, 채용, IR, ESG 등 기업 정보 중심의 링크만 존재","not_found"
"켈리","식품","https://www.hitejinro.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지를 찾을 수 없습니다. 하이트진로 공식 홈페이지는 회사 정보, IR, 채용, 뉴스 중심으로 구성되어 있으며 소비자 대상 이벤트/프로모션 페이지가 없는 것으로 보입니다.","not_found"
"클라우드","식품","https://www.lottechilsung.co.kr","https://company.lottechilsung.co.kr/kor/invest/irevent/list.do","high","키워드 매치: 'IR EVENT'","found_quick"
"칭따오","식품","https://www.tsingtao.co.kr","","none","접속 실패: net::ERR_SSL_PROTOCOL_ERROR at https://www.tsingtao.co.kr","error"
"하이네켄","식품","https://www.heineken.com/kr","","high","제공된 링크는 개인정보보호정책, 쿠키정책, 이용약관만 포함되어 있으며 이벤트/프로모션 관련 페이지가 없음","not_found"
"LG전자","생활","https://www.lge.co.kr","https://www.lge.co.kr/benefits/exhibitions/detail-PE00717004","high","키워드 매치: 'TV+사운드바 세트혜택'","found_quick"
"삼성전자 가전","생활","https://www.samsung.com/sec","https://www.samsung.com/sec/eventList/benefitzone/","high","키워드 매치: '삼성닷컴 회원 혜택'","found_quick"
"코웨이","생활","https://www.coway.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"SK매직","생활","https://www.skmagic.com","https://www.skmagic.com/event/indexEvent","high","키워드 매치: '이벤트'","found_quick"
"쿠쿠","생활","https://www.cuckoo.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"쿠첸","생활","https://www.cuchen.com","https://www.cuchenmall.co.kr/","medium","공식 홈페이지에 별도의 이벤트/프로모션 메뉴가 없어 쿠첸몰(공식 쇼핑몰)을 추천. 이벤트/할인 정보는 일반적으로 쇼핑몰에서 운영","found_ai"
"세라젬","생활","https://www.ceragem.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지를 명시적으로 나타내는 링크가 없음. '구매/구독' 페이지(benefit.asp)가 가장 가능성 있으나 URL명으로는 이벤트/프로모션 목록으로 확인 불가","not_found"
"에이스침대","생활","https://www.acebed.com","https://www.acebed.com/board/event/list.do","high","키워드 매치: '이벤트'","found_quick"
"시몬스","생활","https://www.simmons.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 키워드가 포함된 페이지를 찾을 수 없음. 제품 카테고리, 브랜드 정보, 고객센터, 공지사항 등의 링크만 존재","not_found"
"한샘","생활","https://hanssem.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"리바트","생활","https://www.hyundailivart.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"경동나비엔","생활","https://www.kdnavien.co.kr","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전, 특가 등의 페이지가 없음. 경동나비엔은 B2B 기반 기업으로 소비자 대상 이벤트 페이지가 없는 것으로 판단됨. 고객지원은 나비엔 하우스(navienhouse.com)로 연계되어 있으나 제공된 링크에는 해당 사이트의 이벤트 페이지가 포함되어 있지 않음","not_found"
"귀뚜라미보일러","생활","https://krb.co.kr","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전, 특가 등 관련 페이지가 없음","not_found"
"다이슨","생활","https://www.dyson.co.kr","https://www.dyson.co.kr/promotions/review","high","키워드 매치: '새해맞이 스페셜 리뷰 이벤트'","found_quick"
"테팔","생활","https://www.tefal.co.kr","https://www.tefal.co.kr/event","high","키워드 매치: '진행중인 이벤트'","found_quick"
"필립스","생활","https://www.philips.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전, 특가 등의 페이지를 찾을 수 없음. 모든 링크가 제품 카테고리 및 상품 페이지로만 구성됨","not_found"
"발뮤다","생활","https://www.balmuda.co.kr","https://www.balmuda.co.kr/board/list.php?bdId=brandevent","high","키워드 매치: '이벤트'","found_quick"
"유한킴벌리","생활","https://www.yuhan-kimberly.co.kr","https://www.yuhan-kimberly.co.kr/Newsroom/Event","high","키워드 매치: '이벤트'","found_quick"
"깨끗한나라","생활","https://www.kleannara.co.kr","","high","깨끗한나라 홈페이지는 B2B 기업 사이트로, 소비자 대상 이벤트/프로모션 목록 페이지가 없음. 제공된 링크에서 이벤트나 프로모션 관련 메뉴를 찾을 수 없음.","not_found"
"피죤","생활","https://www.pigeon.co.kr","","none","접속 실패: net::ERR_CERT_COMMON_NAME_INVALID at https://www.pigeon.co.kr","error"
"비트","생활","https://www.lionkorea.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지를 찾을 수 없음. 공식 직영몰 링크(lionkoreamall.co.kr)에서 이벤트 정보가 있을 가능성 있으나, 현재 링크 목록에는 명확한 이벤트/프로모션 목록 페이지 없음","not_found"
"락앤락","생활","https://www.locknlock.com","http://m.locknlockmall.com/promotion/plan_view?id=1283","high","키워드 매치: '더보기'","found_quick"
"글라스락","생활","https://www.glasslock.co.kr","","high","제공된 네비게이션 링크 중 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 메뉴가 없음. 이벤트 목록 페이지 미확인","not_found"
"린나이","생활","https://www.rinnai.co.kr","https://rinnai.co.kr/company/notice_view.asp?prm_media_type=A05&prm_board_num=44&page=1","high","키워드 매치: '이벤트
										                        울트라파인버블 보일러 구매 사은이벤트'","found_quick"
"일렉트로룩스","생활","https://www.electrolux.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"스메그","생활","https://www.smegkorea.com","https://www.smegkorea.com/service/event_list.php","high","키워드 매치: '이벤트'","found_quick"
"브라운 면도기","생활","https://www.braun.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 기획전 등과 관련된 페이지를 찾을 수 없습니다. 제품 카테고리, 서비스, 정보 페이지만 존재합니다.","not_found"
"드롱기","생활","https://www.delonghi.com/ko-kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"네스프레소","생활","https://www.nespresso.com/kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"뉴케어","생활","https://www.wellife.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"템퍼","생활","https://www.tempur.com/kr","https://www.tempur.com/offers/","high","네비게이션의 'Offers' 링크가 프로모션/할인 목록 페이지로 가장 적합함","found_ai"
"지누스","생활","https://www.zinus.co.kr","https://www.zinus.co.kr/board/list.php?bdId=onevent&period=current","high","키워드 매치: '브랜드 스토리'","found_quick"
"일룸","생활","https://www.iloom.com","https://www.iloom.com/eventNews/event_main.do","high","키워드 매치: '이벤트'","found_quick"
"까사미아","생활","https://www.guud.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"시디즈","생활","https://www.sidiz.com","https://kr.sidiz.com/blogs/special-offers/202602","high","키워드 매치: '2월 다다익선 프로모션'","found_quick"
"듀오백","생활","https://www.duoback.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"바디프랜드","생활","https://www.bodyfriend.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"휴테크","생활","https://i-hutech.com","https://www.i-hutech.com/story/promotion?bdSno=171&section=event","high","키워드 매치: '사은품 증정 이벤트'","found_quick"
"파나소닉","생활","https://www.panasonic.co.kr","https://www.panasonic.co.kr/event/events_view.do?seq=113&tabcnt=tabcnt1","high","키워드 매치: '더 알아보기'","found_quick"
"위니아","생활","https://www.winia.com","https://www.winia.com/brand/event/eventInfo?SELECT_DIV=1","high","키워드 매치: '이벤트'","found_quick"
"캐리어에어컨","생활","https://www.carrier.co.kr","https://www.carrier.co.kr/buy/sales_main.asp","medium","구입정보 페이지가 판매/프로모션 관련 정보를 제공할 가능성이 높음. 다만 명확한 '이벤트' 또는 '프로모션' 메뉴가 없어 확실성은 중간 수준","found_ai"
"신일전자","생활","https://www.shinil.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지가 없음. 회사소개, 제품, 홍보센터, 고객지원 메뉴만 존재","not_found"
"보네이도","생활","https://www.vornado.co.kr","","high","이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 키워드의 페이지를 찾을 수 없음. 제공된 링크는 브랜드소개, 제품, 커뮤니티, 고객지원 등 정보성 페이지만 포함","not_found"
"청호나이스","생활","https://www.chunghonais.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"루헨스","생활","https://www.ruhens.co.kr","https://www.ruhens.co.kr/event/event_list.php","high","키워드 매치: '이벤트/혜택'","found_quick"
"교원웰스","생활","https://www.kyowonwells.com","https://www.kyowonwells.com/Benefit/EventList","high","키워드 매치: '이벤트/혜택'","found_quick"
"암웨이","생활","https://www.amway.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지를 찾을 수 없습니다. 모든 링크가 제품 카테고리 및 분류 페이지로만 구성되어 있습니다.","not_found"
"뉴스킨","생활","https://www.nuskin.co.kr","https://www.nuskinkorea.co.kr/app/ch/contents?type=003&cate=20&menuIndex=1","high","키워드 매치: '비즈니스 이벤트'","found_quick"
"애터미","생활","https://www.atomy.com/kr","","high","제공된 링크에서 이벤트, 프로모션, 할인, 기획전 등의 목록 페이지를 찾을 수 없음. 상품 상세 페이지와 고객 서비스, 마이페이지 링크만 존재","not_found"
"다이소","생활","https://www.daiso.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지를 찾을 수 없음. 다이소소식이나 공지사항이 있지만 이는 일반 뉴스/공지 페이지로 보임","not_found"
"무인양품","생활","https://www.mujikorea.net","https://mujikorea.co.kr/plan/view/145","high","키워드 매치: 'MUJI APP

 다운받고, 다양한 혜택을 경험해보세요.'","found_quick"
"이케아","생활","https://www.ikea.com/kr","https://www.ikea.com/kr/ko/customer-service/payment-options/#86ebca40-6da0-11f0-8b4b-69eec113a274","high","키워드 매치: 'creditCard삼성카드 금액대별 LINK 할인 이벤트!'","found_quick"
"모던하우스","생활","https://www.modernhouse.co.kr","https://modernhouse.elandmall.co.kr/c/ctg?dispCategoryNo=1607007968","high","네비게이션의 'SALE' 메뉴가 할인/프로모션 페이지로 가장 적합하며, 카테고리 페이지 구조로 여러 상품의 할인 목록을 보여주는 페이지로 판단됨","found_ai"
"자주(JAJU)","생활","https://www.sivillage.com/jaju","","low","링크 부족","skip"
"락스","생활","https://yuhanrox.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지를 찾을 수 없음. 네비게이션에는 브랜드관, 카테고리, 팁, 문의, 자료실, 회사정보만 있음.","not_found"
"퐁퐁","생활","https://www.lgcare.com","","none","접속 실패: net::ERR_CERT_COMMON_NAME_INVALID at https://www.lgcare.com","error"
"주방세제 슈가버블","생활","https://sugarbubble.com","https://sugarbubble.com/board/%EA%B0%A4%EB%9F%AC%EB%A6%AC/8/","high","키워드 매치: '이벤트'","found_quick"
"홈스타","생활","https://www.lgcare.com","","none","접속 실패: net::ERR_CERT_COMMON_NAME_INVALID at https://www.lgcare.com","error"
"페브리즈","생활","https://www.febreze.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지를 찾을 수 없음. 제품 소개, 사용법, 안전정보, 구매링크(네이버) 등만 존재","not_found"
"에프킬라","생활","https://www.scjohnson.com","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 기획전 등 관련 페이지가 없음. SC Johnson은 B2B 기업 사이트로 소비자 대상 이벤트 페이지 부재","not_found"
"홈키파","생활","https://www.henkel.co.kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전, 특가 등과 관련된 페이지를 찾을 수 없습니다. 헨켈은 B2B 기업 홈페이지로 소비자 대상 이벤트/프로모션 페이지가 없는 것으로 판단됩니다.","not_found"
"닥터피엘","생활","https://belivus.co.kr","","high","제공된 링크는 모두 상품 카테고리 페이지(product/list.html)이며, 이벤트/프로모션/할인 관련 페이지가 없음","not_found"
"바디럽","생활","https://bodyluv.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"생활공작소","생활","https://saengong.com","https://saengong.com/dh/event.html","high","키워드 매치: '이벤트'","found_quick"
"몽디에스","생활","https://www.mongdies.com","https://www.mongdies.com/product/list_event.html?cate_no=124","high","키워드 매치: '이벤트'","found_quick"
"킨도","생활","https://www.kindoh.co.kr","https://www.kindoh.co.kr/board/gallery/list.html?board_no=8","high","키워드 매치: '혜택/가이드'","found_quick"
"리베로","생활","https://www.liberokorea.co.kr","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.liberokorea.co.kr","error"
"화이트","생활","https://www.yuhan-kimberly.co.kr","https://www.yuhan-kimberly.co.kr/Newsroom/Event","high","키워드 매치: '이벤트'","found_quick"
"좋은느낌","생활","https://www.yuhan-kimberly.co.kr","https://www.yuhan-kimberly.co.kr/Newsroom/Event","high","키워드 매치: '이벤트'","found_quick"
"바디피트","생활","https://www.sofy.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"삼성 갤럭시","디지털","https://www.samsung.com/sec/smartphones","https://www.samsung.com/sec/eventList/benefitzone/","high","키워드 매치: '삼성닷컴 회원 혜택'","found_quick"
"SK텔레콤","디지털","https://www.sktelecom.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등과 관련된 페이지를 찾을 수 없음. SK텔레콤 홈페이지의 주요 메뉴는 회사소개, 투자정보, ESG, 안전보건 등 기업정보 중심으로 구성되어 있으며, 이벤트/프로모션 페이지는 고객 서비스 영역에 있을 것으로 추정되나 현재 링크 목록에 포함되지 않음","not_found"
"KT","디지털","https://www.kt.com","","low","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 키워드를 포함한 페이지를 찾을 수 없음. Shop 링크(https://shop.kt.com/)에서 프로모션을 확인할 가능성이 있으나, 구체적인 이벤트 목록 페이지의 직접 링크가 제시되지 않음","not_found"
"LG유플러스","디지털","https://www.uplus.co.kr","https://www.lguplus.com/#","high","키워드 매치: '혜택/이벤트'","found_quick"
"네이버","디지털","https://www.naver.com","https://brand.naver.com/nobuyoung/shoppingstory/detail?id=5002500406&page=1","high","키워드 매치: '이미지 준비중
설 특집 도서 기획전
노부영 대표 상품
최대 35% 할인 + 최대 1만원 쿠폰 혜택
지금 만나보기 >'","found_quick"
"카카오","디지털","https://www.kakaocorp.com","https://www.kakaocorp.com/page/service/tech?tab=tech_event","high","키워드 매치: '기술 이벤트'","found_quick"
"쿠팡","디지털","https://www.coupang.com","","low","링크 부족","skip"
"크래프톤","디지털","https://www.krafton.com","https://www.krafton.com/ir/investor-events/announce/","high","키워드 매치: '실적발표'","found_quick"
"엔씨소프트","디지털","https://www.ncsoft.com","https://www.nc.com/newsroom/news/articles/?articleId=698d210780eec07113d4b9a2&boardLanguage=ko","high","키워드 매치: '뉴스

2026.02.12

엔씨소프트, 설날 맞이 게임 이벤트 진행'","found_quick"
"넷마블","디지털","https://www.netmarble.com","","high","제공된 링크에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 목록 페이지를 찾을 수 없음. 개별 게임 페이지와 회사 정보, 고객센터 링크만 있음","not_found"
"넥슨","디지털","https://www.nexon.com","https://static-card.nexon.com/nexonhyundaicard.html?eventCode=NXNVV&utm_source=nxhome&utm_medium=nxhome2&utm_campaign=nxhd2026&utm_term=none&utm_content=common_banner39","high","키워드 매치: '넥슨현대카드'","found_quick"
"삼성SDS","디지털","https://www.samsungsds.com","","high","삼성SDS 홈페이지는 B2B 엔터프라이즈 솔루션 제공 기업으로, 제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지가 없음. 모두 제품/서비스 설명 및 문의 페이지임.","not_found"
"현대오토에버","디지털","https://www.hyundai-autoever.com","","high","현대오토에버는 B2B 기업용 소프트웨어/솔루션 제공 회사로, 제공된 링크에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지가 없음. 뉴스, 블로그, PR 섹션만 있고 이벤트 목록 페이지 부재","not_found"
"카카오페이","디지털","https://www.kakaopay.com","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 키워드를 포함한 페이지가 없음. 서비스 페이지들은 기능 소개이며, 뉴스/공지사항은 이벤트 목록이 아님.","not_found"
"토스","디지털","https://toss.im","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 목록 페이지가 없음. 토스는 핀테크 서비스 기업으로 홈페이지에 전통적인 이벤트/프로모션 목록 페이지를 운영하지 않는 것으로 보임","not_found"
"로지텍","디지털","https://www.logitech.com/ko-kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"닌텐도","디지털","https://www.nintendo.co.kr","https://www.nintendo.com/kr/event/NBR1j5xACp/","high","키워드 매치: '다운로드 소프트웨어 2026 설날 세일'","found_quick"
"소니","디지털","https://www.sony.co.kr","https://www.sony.co.kr/headphones/products/wh-1000xm6?cpint=homepage_primary_tout-Primary%20Tout-en_GL-responsivegrid_structure_top_primarytout_copy_1&cpint=homepage_promotion_tiles-Promotion%20Tiles-en_GL-responsivegrid_structure_top_promotiontiles_copy_1","high","키워드 매치: '나를 높이자

WH-1000XM6'","found_quick"
"당근마켓","디지털","https://www.daangn.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"마이리얼트립","디지털","https://www.myrealtrip.com","https://www.myrealtrip.com/promotions/benefit","high","키워드 매치: '할인'","found_quick"
"야놀자","디지털","https://www.yanolja.com","https://nol.yanolja.com/event","high","키워드 매치: '이벤트더보기'","found_quick"
"여기어때","디지털","https://www.goodchoice.kr","https://www.yeogi.com/event#HOT","high","키워드 매치: '더보기'","found_quick"
"배달의민족","디지털","https://www.baemin.com","","high","제공된 링크 목록에 이벤트/프로모션/할인 목록 페이지가 없습니다. 기업용 상품권, 사업자정보, 개인정보처리방침 등 행정 관련 링크만 포함되어 있습니다.","not_found"
"요기요","디지털","https://www.yogiyo.co.kr","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지가 없음. 공지사항이나 다른 페이지에 포함되어 있을 가능성 있으나, 별도의 이벤트 목록 페이지는 확인 불가","not_found"
"컬리","디지털","https://www.kurly.com","https://event.kurly.com/lego/event/2023/0911/join/coupon#lc112b1","high","키워드 매치: '지금 가입하고 최대 1만 2천원 할인 쿠폰 받아가세요!'","found_quick"
"무신사","디지털","https://www.musinsa.com","https://www.musinsa.com/onboarding/event/quiz/latest?area=BENEFIT","high","키워드 매치: '무퀴즈×설날 빅세일'","found_quick"
"지니뮤직","디지털","https://www.genie.co.kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"멜론","디지털","https://www.melon.com","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"넷플릭스","디지털","https://www.netflix.com/kr","","high","넷플릭스는 구독 기반 서비스로 전통적인 이벤트/프로모션/할인 목록 페이지를 운영하지 않음. 제공된 링크에 이벤트, 프로모션, 할인, 기획전 관련 페이지 없음.","not_found"
"티빙","디지털","https://www.tving.com","https://www.tving.com/event/list?movePage=/event/list","high","키워드 매치: '이벤트'","found_quick"
"웨이브","디지털","https://www.wavve.com","https://www.wavve.com/#","high","키워드 매치: '이벤트'","found_quick"
"왓챠","디지털","https://watcha.com","https://watcha.com/ko-KR/promotions/watchapromotion2026","high","키워드 매치: '💸 왓챠 프리미엄 1년 구독권 40% OFF'","found_quick"
"유튜브","디지털","https://www.youtube.com","","high","유튜브는 이벤트/프로모션/할인 목록 페이지를 제공하지 않는 플랫폼입니다. 제공된 링크 중 이벤트와 관련된 페이지가 없습니다.","not_found"
"인스타그램","디지털","https://www.instagram.com","","high","인스타그램 홈페이지는 소셜 미디어 플랫폼으로, 전통적인 이벤트/프로모션 목록 페이지가 없습니다. 제공된 링크 중 이벤트나 프로모션 관련 페이지를 찾을 수 없습니다.","not_found"
"페이스북","디지털","https://www.facebook.com","","high","페이스북은 소셜 미디어 플랫폼으로 전자상거래 브랜드가 아니며, 제공된 링크 중 이벤트/프로모션/할인 목록 페이지가 없습니다.","not_found"
"틱톡","디지털","https://www.tiktok.com","","high","틱톡은 SNS 플랫폼으로 전통적인 이벤트/프로모션 목록 페이지가 없습니다. 제공된 링크는 모두 사용자 프로필, 동영상, 탐색 등 콘텐츠 페이지입니다.","not_found"
"텔레그램","디지털","https://telegram.org","","high","텔레그램은 메신저 애플리케이션으로, 일반적인 한국 이커머스/쇼핑 브랜드와 달리 이벤트/프로모션/할인 페이지를 운영하지 않습니다. 블로그와 뉴스 페이지는 있으나 이는 상품/서비스 프로모션이 아닌 제품 업데이트 공지입니다.","not_found"
"카카오톡","디지털","https://www.kakao.com/talk","https://www.kakaocorp.com/page/service/tech?tab=tech_event","high","키워드 매치: '기술 이벤트'","found_quick"
"라인","디지털","https://line.me","","high","제공된 링크 목록에 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지가 없습니다. 홈페이지는 주로 서비스 소개와 다운로드 페이지로 구성되어 있습니다.","not_found"
"줌(Zoom)","디지털","https://zoom.us","","high","Zoom은 B2B 엔터프라이즈 소프트웨어 회사로, 제공된 링크 목록에 이벤트/프로모션/할인 페이지가 없음. 'What's New', 'Pricing', 'Support' 등의 링크만 존재하며, 일반적인 소비자 대상 프로모션 페이지 구조를 갖추고 있지 않음.","not_found"
"노션(Notion)","디지털","https://www.notion.so","","high","노션은 SaaS 소프트웨어로 전통적인 이벤트/프로모션/할인 페이지가 없음. 제공된 링크 중 이벤트 목록, 프로모션, 할인, 혜택 관련 페이지 미존재","not_found"
"슬랙(Slack)","디지털","https://slack.com","https://slack.com/intl/ko-kr/events","high","키워드 매치: '이벤트'","found_quick"
"팀즈(Teams)","디지털","https://www.microsoft.com/teams","https://www.microsoft.com/ko-kr/store/b/sale?icid=MSCOM_UHF_Sale","medium","Teams 제품 관련 직접적인 이벤트/프로모션 페이지는 없으나, Microsoft Store의 '세일' 페이지가 제품 할인 정보를 제공할 가능성이 있음","found_ai"
"아이폰","디지털","https://www.apple.com/kr/iphone","","high","Apple 공식 홈페이지는 이벤트/프로모션 목록 페이지를 별도로 운영하지 않음. 제공된 링크에 '이벤트', '프로모션', '할인', '기획전' 등의 페이지 없음. 할부/Trade In 등 구매혜택은 있으나 시간제한 프로모션 목록 페이지는 불가","not_found"
"아이패드","디지털","https://www.apple.com/kr/ipad","https://www.apple.com/kr/apple-events/","high","키워드 매치: '이벤트'","found_quick"
"맥북","디지털","https://www.apple.com/kr/mac","https://www.apple.com/kr/apple-events/","high","키워드 매치: '이벤트'","found_quick"
"에어팟","디지털","https://www.apple.com/kr/airpods","https://www.apple.com/kr/apple-events/","high","키워드 매치: '이벤트'","found_quick"
"애플워치","디지털","https://www.apple.com/kr/watch","https://www.apple.com/kr/apple-events/","high","키워드 매치: '이벤트'","found_quick"
"LG 그램","디지털","https://www.lge.co.kr/notebook","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"삼성 갤럭시북","디지털","https://www.samsung.com/sec/pc","https://www.samsung.com/sec/eventList/benefitzone/","high","키워드 매치: '삼성닷컴 회원 혜택'","found_quick"
"HP 코리아","디지털","https://www.hp.com/kr-ko","https://www.hp.com/kr-ko/solutions/small-business.html","high","키워드 매치: '최신 AI PC 정보 및 혜택'","found_quick"
"델 테크놀로지스","디지털","https://www.dell.com/ko-kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지를 찾을 수 없음. 모두 제품 카테고리, 솔루션, 계정 관리 링크임","not_found"
"레노버 코리아","디지털","https://www.lenovo.com/kr","","none","접속 실패: Navigation timeout of 20000 ms exceeded","error"
"에이수스(ASUS)","디지털","https://www.asus.com/kr","https://www.asus.com/kr/events/","high","키워드 매치: '모두 보기'","found_quick"
"레이저(Razer)","디지털","https://www.razer.com/kr-kr","https://www.razer.com/kr-kr/campaigns/sneki-snek","low","명확한 이벤트/프로모션 목록 페이지 없음. 'Sneki Snek'이 캠페인 페이지로 보이나 단일 캠페인일 가능성 높음. 'Final Round'나 'Programs' 등도 프로모션 관련이나 확실하지 않음","found_ai"
"커세어","디지털","https://www.corsair.com/ko/ko","https://www.corsair.com/us/en/s/special-offers","high","네비게이션 메뉴의 'Special Offers'가 프로모션/할인 목록 페이지로 가장 적합함","found_ai"
"스틸시리즈","디지털","https://ko.steelseries.com","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://ko.steelseries.com","error"
"와콤","디지털","https://www.wacom.com/ko-kr","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등의 페이지를 찾을 수 없음. 쇼핑몰(estore.wacom.com)이 유일한 프로모션 가능성이 있으나 목록에 포함되지 않음.","not_found"
"고프로","디지털","https://gopro.com/ko/kr","","low","링크 부족","skip"
"캐논 코리아","디지털","https://www.canon-ci.co.kr","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.canon-ci.co.kr","error"
"니콘 코리아","디지털","https://www.nikon-image.co.kr","","none","접속 실패: net::ERR_NAME_NOT_RESOLVED at https://www.nikon-image.co.kr","error"
"소니 카메라","디지털","https://www.sony.co.kr/electronics/cameras","","high","제공된 링크 목록에서 이벤트, 프로모션, 할인, 혜택, 기획전 등 관련 페이지를 찾을 수 없음. 스토어 페이지(store.sony.co.kr)가 있으나 직접 링크 목록에는 포함되지 않음.","not_found"
"후지필름 코리아","디지털","https://www.fujifilm-korea.co.kr","https://www.fujifilm-korea.co.kr/products/promotion","high","키워드 매치: '프로모션'","found_quick"
